text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
Endha spr hero trailer la na paththadhu edhukuna Yuvan Bgm &  Arjun sir mass kaga mattum dhan,Endha spr hero trailer la na paththadhu edhukuna Yuvan Bgm Arjun sir mass kaga mattum dhan,0,,False,True,90,16
Bots Epdi Vela Seiyuthu Adei Sunpictures  devidiya baiya,Bots Epdi Vela Seiyuthu Adei Sunpictures devidiya baiya,1,,False,False,55,8
Mass thalai va nenga vera level,Mass thalai va nenga vera level,0,,False,True,31,6
GV Prakash ...... Bgm ka baaap ......,GV Prakash ... Bgm ka baaap ...,0,,False,True,31,7
Looks likes sethupathy 2 waiting movie mass sa erukanum vjs naa,Looks likes sethupathy 2 waiting movie mass sa erukanum vjs naa,3,,False,False,63,11
Thala naa Mass  Thala naa Class,Thala naa Mass Thala naa Class,0,,False,False,30,6
Kaithi trailer super      AND Bigil teasar kaha marana Waiting,Kaithi trailer super AND Bigil teasar kaha marana Waiting,0,,False,False,57,9
Sk dhillu than abhey deol kudu nadikarathukku,Sk dhillu than abhey deol kudu nadikarathukku,2,,False,False,45,7
10 varusam ah Ulla irunthen nu thana sir theriyum athuku munnadi yenna pannennu theriyathe...,10 varusam ah Ulla irunthen nu thana sir theriyum athuku munnadi yenna pannennu theriyathe...,0,,False,False,93,14
Kan mun nadakum thappai thatti ketpavandhan hero super lyrics,Kan mun nadakum thappai thatti ketpavandhan hero super lyrics,0,,False,False,61,9
Dai vijay fans irudhaa chinna payalukala irupinga pola,Dai vijay fans irudhaa chinna payalukala irupinga pola,0,,False,False,54,8
Video quality 1080 la vechu parunga Vera level,Video quality 1080 la vechu parunga Vera level,2,,False,True,46,8
Manju chechi fan from tamilnadu,Manju chechi fan from tamilnadu,0,,False,False,31,5
0:43 Viswasam oda Slow version bgm mari Liteah Eruku,0 43 Viswasam oda Slow version bgm mari Liteah Eruku,1,,False,False,52,10
"Hahahahahahaha now you tube is now fire.., chiti 2.0 loaded","Hahahahahahaha now you tube is now fire.., chiti 2.0 loaded",1,,False,False,59,10
Who  else liked the dialogue  sirapana tharamana sambavangala inime thaan paaka  Poringa like podu,Who else liked the dialogue sirapana tharamana sambavangala inime thaan paaka Poringa like podu,0,,False,False,95,14
Repeat mode la Paathutu iruka. Thalaivar Enery chance eh illa .pongaluku sweet sapda porom.,Repeat mode la Paathutu iruka. Thalaivar Enery chance eh illa .pongaluku sweet sapda porom.,0,,False,True,91,14
Adraaaa adraaaa adraaaa... Innum trending #1,Adraaa adraaa adraaa... Innum trending 1,0,,False,False,40,6
Marana mass ...  Thala  fans like here,Marana mass ... Thala fans like here,0,,False,False,36,7
Enga da vijay sethupathi ah kanum,Enga da vijay sethupathi ah kanum,1,,False,True,33,6
Anil Kunjugal Kadharama Irukuradhuku Ore Theervu Arali Vidhai ai  Araithu Sappidu vadhudhan,Anil Kunjugal Kadharama Irukuradhuku Ore Theervu Arali Vidhai ai Araithu Sappidu vadhudhan,1,,False,False,90,12
Thalaivar Marana MASS .... Super  Rajinikant Rocking,Thalaivar Marana MASS ... Super Rajinikant Rocking,0,,False,False,50,7
"Ithu, Hindi movie 'pink' remake pannathu.","Ithu, Hindi movie 'pink' remake pannathu.",0,,False,False,41,6
Pandey ku acting varala . School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam,Pandey ku acting varala . School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam,2,,False,False,140,20
Yean mass uh enna nu theriyaadhula,Yean mass uh enna nu theriyaadhula,0,,False,False,34,6
Trailer marana mass nu solravanga like pannunga,Trailer marana mass nu solravanga like pannunga,0,,False,False,47,7
Super super Super,Super super Super,0,,False,False,17,3
Padam First day 1 show Pathavanga Like podunga,Padam First day 1 show Pathavanga Like podunga,0,,False,False,46,8
Podu thakida thakida !!! Thala,Podu thakida thakida !!! Thala,2,,False,False,30,5
Super munadi veyra yedumay Ella. .,Super munadi veyra yedumay Ella. .,0,,False,False,34,6
Infinity times pathavi nga maatum like podunga,Infinity times pathavi nga maatum like podunga,0,,False,True,46,7
Thrutu pasaga  yada TAMIL CENEMA  manatha vagurega. Logo  copy Krish movie pa,Thrutu pasaga yada TAMIL CENEMA manatha vagurega. Logo copy Krish movie pa,0,,False,True,74,12
SK Anna fans hit like button therikka vidanum,SK Anna fans hit like button therikka vidanum,0,,False,False,45,8
13 milion views kondu varanum,13 milion views kondu varanum,0,,False,False,29,5
ayyooo thalaivaaaaa I love you  wow ??? awsomeeee,ayyooo thalaivaaa I love you wow ??? awsomeee,0,,False,False,45,8
Waitingggggg lokesh kanagaraj and karthi sir,Waitinggg lokesh kanagaraj and karthi sir,3,,False,False,41,6
Mokka padam Thampy ninka thirumpa Vijay tv kke poka vendiyathu than,Mokka padam Thampy ninka thirumpa Vijay tv kke poka vendiyathu than,1,,False,False,67,11
Starting romba scenu but paravala.... Nice....,Starting romba scenu but paravala... Nice...,0,,False,False,44,6
Late a vanthalum Latest a varuvar  Thalaivar,Late a vanthalum Latest a varuvar Thalaivar,0,,False,False,43,7
Good movie I like it (Vikram staly every good),Good movie I like it Vikram staly every good,0,,False,False,44,9
Super Hero Sivakarthikeyan fans like pannunga 🦸‍🦸‍,Super Hero Sivakarthikeyan fans like pannunga,0,,False,False,45,6
Panday um vanthitara cinima ku... Thala mass da,Panday um vanthitara cinima ku... Thala mass da,0,,False,True,47,8
Idhula yaar ellam pink movie ya parthu irukeenga,Idhula yaar ellam pink movie ya parthu irukeenga,0,,False,False,48,8
Padam fulla whistle adikanumna adhu indha padam dhan.,Padam fulla whistle adikanumna adhu indha padam dhan.,0,,False,False,53,8
Very disappointed .....Looks like cartoon movie....,Very disappointed ...Looks like cartoon movie...,2,,False,False,48,6
Tamil cinema vera level ahhh movie edukuranga,Tamil cinema vera level ahhh movie edukuranga,0,,False,False,45,7
visuvasam nelama . pakka mass entertainer,visuvasam nelama . pakka mass entertainer,0,,False,False,41,6
"Nawazuddin Siddiqui, pavam oru nalla nadigana kodumai padutha poringa  sad sad","Nawazuddin Siddiqui, pavam oru nalla nadigana kodumai padutha poringa sad sad",0,,False,False,77,11
THALA vera level  THALA veriyan da,THALA vera level THALA veriyan da,0,,False,True,33,6
"Oruthar meala neenga viswasam katrathukaga inoruthara yen asinga paduthiringa ,,,,,,,,,puritha guys purinjavanga like panunga but sema mass","Oruthar meala neenga viswasam katrathukaga inoruthara yen asinga paduthiringa ,,,puritha guys purinjavanga like panunga but sema mass",2,,False,False,133,17
Thala ajith super movie 2019 ini vereoru level ayirikum thala ajith,Thala ajith super movie 2019 ini vereoru level ayirikum thala ajith,0,,False,False,67,11
Thala vara level Thala pola varuma,Thala vara level Thala pola varuma,0,,False,False,34,6
1.40 sec   Thala Kola mass,1.40 sec Thala Kola mass,0,,False,False,24,5
First poster pathutu nalla erukathunu nenachaen but trailer nalla eruku... action king plus,First poster pathutu nalla erukathunu nenachaen but trailer nalla eruku... action king plus,2,,False,False,91,13
Power ranger megazord niyabagam vantha hit like,Power ranger megazord niyabagam vantha hit like,1,,False,False,47,7
Vera level daaa Thalaivar Chancey illa Nadippu thaan Ivaroda kalam,Vera level daaa Thalaivar Chancey illa Nadippu thaan Ivaroda kalam,0,,False,False,66,10
Thala Vera lvl luv u thala,Thala Vera lvl luv u thala,0,,False,False,26,6
Vayasu analum inum style matum pogala,Vayasu analum inum style matum pogala,0,,False,False,37,6
Thala naan erukan unaku every 30 mint ku comments Panna,Thala naan erukan unaku every 30 mint ku comments Panna,0,,False,False,55,10
I'm die hard fan from Sri Lanka,I'm die hard fan from Sri Lanka,0,,False,False,31,7
Kevalama iruku....yepo ne iron Man ku voice kuduthiyo apove una veruthutan promise ah un movie lam paaka maatan,Kevalama iruku...yepo ne iron Man ku voice kuduthiyo apove una veruthutan promise ah un movie lam paaka maatan,1,,False,False,110,18
I am waiting mar an sir,I am waiting mar an sir,0,,False,False,23,6
Music bgm a big let down not like kaala or kabali,Music bgm a big let down not like kaala or kabali,1,,False,False,49,11
Best cinema after bahubali... Jai hind.,Best cinema after bahubali... Jai hind.,4,,False,False,39,6
Haters r barking in this cmnt sectionnee yenna vena sollikaaakatharikaaaThala thala taaaaannn,Haters r barking in this cmnt sectionnee yenna vena sollikaaakatharikaaaThala thala taaannn,1,,False,False,91,12
Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo,Dai yenna daa padam edhuthu vachu erukinkaaa otha vetrimaran ahaa adichuka ale Ella pooo,0,,False,False,88,14
"Ethu vera maari irukku 2.0 group, best wishes","Ethu vera maari irukku 2.0 group, best wishes",0,,False,False,45,8
Thala ajith marana mass. Mammootty fan,Thala ajith marana mass. Mammootty fan,0,,False,False,38,6
Nawaz Bhai and VJ Sethupathi fans hit like!!!!,Nawaz Bhai and VJ Sethupathi fans hit like!!!,0,,False,False,45,8
Vera level thalaiva ... Mass kellam MASS,Vera level thalaiva ... Mass kellam MASS,0,,False,False,40,7
"Im thalapathy fan , Thala massa act pannirukaru......naturaly hair style nalla irukku.....thala nalum massss","Im thalapathy fan , Thala massa act pannirukaru...naturaly hair style nalla irukku...thala nalum masss",1,,False,False,102,14
It looks lik Hindi movie ek villan!,It looks lik Hindi movie ek villan!,1,,False,False,35,7
ultimate star,ultimate star,0,,False,False,13,2
Sethupathi anna va  powerfulla  kaatala nu naan matum thaan feel panrana,Sethupathi anna va powerfulla kaatala nu naan matum thaan feel panrana,2,,False,True,70,11
Neenga ieuka vara neenga matutan SUPERSTAR ungala minja evanum porakamudiyathu neengata thirumba porakanum,Neenga ieuka vara neenga matutan SUPERSTAR ungala minja evanum porakamudiyathu neengata thirumba porakanum,0,,False,False,106,13
Gommaale haters appidiye vandhu Mandi pottu oombungadaaw thevudiya pasangalaa...,Gommaale haters appidiye vandhu Mandi pottu oombungadaaw thevudiya pasangalaa...,1,,False,False,80,9
Acting king  🤩🤩🤩🤩 waiting thalaivaaaaaaa,Acting king waiting thalaivaaa,0,,False,False,30,4
1.20 Yaar elam pathinga enaku oru aasai song singer ah,1.20 Yaar elam pathinga enaku oru aasai song singer ah,0,,False,False,54,10
Trailer Marana mass ah irukku and the dialogues sema,Trailer Marana mass ah irukku and the dialogues sema,0,,False,False,52,9
Yaru ya ivaru vayasa agadha age stops for rajnikanth,Yaru ya ivaru vayasa agadha age stops for rajnikanth,0,,False,False,52,9
"Most like pottavanalam namma சொட்டபதி பேன்ஸ்  than ,","Most like pottavanalam namma சொட்டபதி பேன்ஸ் than ,",1,,True,True,51,8
oh my god..........movie sekkiram release pannunga pa,oh my god...movie sekkiram release pannunga pa,0,,False,True,46,7
Viswasam teaser ku wait pandravanga hit like,Viswasam teaser ku wait pandravanga hit like,0,,False,False,44,7
Ha ha verithanam thalaivaaaaa verithanamaaana w8ing.....,Ha ha verithanam thalaivaaa verithanamaaana w8ing...,0,,False,False,52,6
Yov pande nee enaya panra inga,Yov pande nee enaya panra inga,0,,False,False,30,6
Ennada ajith fans. Comments lam periya level la ilayae viswasam madhiri ...Bulb vangunungala🤣🤣🤣🤣,Ennada ajith fans. Comments lam periya level la ilayae viswasam madhiri ...Bulb vangunungala,1,,False,True,92,13
Yarellam  #bigil promo pathutu varenga  Hits like,Yarellam bigil promo pathutu varenga Hits like,3,,False,False,46,7
Yenga Viswasam 135k Comments  Unga Petta Verum 34k than,Yenga Viswasam 135k Comments Unga Petta Verum 34k than,3,,False,False,54,9
Vera level thala ne va thala,Vera level thala ne va thala,0,,False,True,28,6
Super super super super super super...........,Super super super super super super...,0,,False,False,38,6
Last tamil subtitle yaaru rewind panni padichinga like podunga,Last tamil subtitle yaaru rewind panni padichinga like podunga,1,,False,False,62,9
pongal rece la yaru win pannuva? like petta comment viswasam,pongal rece la yaru win pannuva? like petta comment viswasam,0,,False,True,60,10
Looks very good....vaa thalaiva vaa !,Looks very good...vaa thalaiva vaa !,2,,False,False,36,6
Intha trailer kku wait pannuna  Vijay fans Oru like pannuga,Intha trailer kku wait pannuna Vijay fans Oru like pannuga,0,,False,False,58,10
1:55 aduthan ella pakkamum thuppaki irukku la appram edukku sutti sutti sudureenga,1 55 aduthan ella pakkamum thuppaki irukku la appram edukku sutti sutti sudureenga,1,,False,True,82,13
vera leval thala I like super,vera leval thala I like super,0,,False,False,29,6
"Rajini kanth fans like , subscribe and share","Rajini kanth fans like , subscribe and share",0,,False,False,44,8
"Makkal SELVAN ,na suma va    Mass","Makkal SELVAN ,na suma va Mass",0,,False,True,30,6
Comment section leh anils vaire erenji katererange 🤣🤣🤣🤣! Poi vere edetele umbe*ge! Iteh thala koteh! Enge trailer,Comment section leh anils vaire erenji katererange ! Poi vere edetele umbe ge! Iteh thala koteh! Enge trailer,1,,False,False,109,18
Dislike podurave avanga amma ellam SILUKU da.,Dislike podurave avanga amma ellam SILUKU da.,0,,False,True,45,7
2.5k dislike ah.... Mentally challenged konjam per iruppanka pola,2.5k dislike ah... Mentally challenged konjam per iruppanka pola,0,,False,False,64,9
Enna panna poram... Sweet sapda porom,Enna panna poram... Sweet sapda porom,0,,False,False,37,6
Diwali ku Tharamana rivalry irukku ...naa thalapathy fan but trailer semma worth...kola mass...,Diwali ku Tharamana rivalry irukku ...naa thalapathy fan but trailer semma worth...kola mass...,0,,False,False,95,13
Trailer la marana kaatu kattitangah  Get Rajinified  By THALAPATHY FAN,Trailer la marana kaatu kattitangah Get Rajinified By THALAPATHY FAN,0,,False,True,68,10
“Orutharu mela ninga viswasam katradhukaga innorathuru yen asinga paduthiringa” mass thala ninga,Orutharu mela ninga viswasam katradhukaga innorathuru yen asinga paduthiringa mass thala ninga,0,,False,False,94,12
"What an amazing star casting,  super starukkitte modhappovurathu  sariyana aambalakkoottam....","What an amazing star casting, super starukkitte modhappovurathu sariyana aambalakkoottam...",0,,False,False,91,10
Neraya neraya neraya wait seiram thala,Neraya neraya neraya wait seiram thala,0,,False,False,38,6
GV Prakash + Dhanush + Vetrimaaran = Better Quality,GV Prakash Dhanush Vetrimaaran Better Quality,0,,False,False,45,6
dei youtube mairu 1cr views trending la vai daa,dei youtube mairu 1cr views trending la vai daa,1,,False,True,47,9
Ipdi neraya neraya neraya neraya neraya....,Ipdi neraya neraya neraya neraya neraya...,0,,False,False,42,6
A r rahman fans hit like here,A r rahman fans hit like here,0,,False,False,29,7
Dai  potai vetri maran unaku  night  thavira pagala  edakathriyadha,Dai potai vetri maran unaku night thavira pagala edakathriyadha,1,,False,False,63,9
"2.O, ULTRA BLOCKBUSTER, LIKE IF U AGREE, 🤘🤘🤙","2.O, ULTRA BLOCKBUSTER, LIKE IF U AGREE,",0,,False,False,40,7
Konjam porunga Vishwasam trailor varatum appo therium yaaru gethu nu,Konjam porunga Vishwasam trailor varatum appo therium yaaru gethu nu,2,,False,False,68,10
0:30 jesse pinkman maari irkundravan mattum like podu,0 30 jesse pinkman maari irkundravan mattum like podu,3,,False,False,53,9
Daii pink padathula fighta varathu AJITH DOES NOT SUIT AMITA BACHAAN,Daii pink padathula fighta varathu AJITH DOES NOT SUIT AMITA BACHAAN,2,,False,False,68,11
Deepavali nov6 but engalukku nov29 dha deepawali,Deepavali nov6 but engalukku nov29 dha deepawali,0,,False,False,48,7
"enna style, enna speed masss thalaiva....","enna style, enna speed masss thalaiva...",0,,False,False,40,6
Ullalaa and marana masss video song release pannunga please 🤗🤩,Ullalaa and marana masss video song release pannunga please,3,,False,False,59,9
super star na aathu thalaiver mattum tha vera evanu kidaiyathu petta pongal petta parak,super star na aathu thalaiver mattum tha vera evanu kidaiyathu petta pongal petta parak,0,,False,True,87,14
ONE WORD : MASTERPIECE  THANKYOU SHANKAR SIR FOR VFX TREAT,ONE WORD MASTERPIECE THANKYOU SHANKAR SIR FOR VFX TREAT,0,,False,False,55,9
Ena story nu guess panna mudiyala,Ena story nu guess panna mudiyala,3,,False,False,33,6
Dislike pandravanga elam rajini sir ah parthu poramai pidichavanga....,Dislike pandravanga elam rajini sir ah parthu poramai pidichavanga...,2,,False,False,69,9
"Marana mass ,Chiyan Vikram gr8 acting","Marana mass ,Chiyan Vikram gr8 acting",0,,False,False,37,6
Nalla thanda irutha eduku da intha sambavam,Nalla thanda irutha eduku da intha sambavam,1,,False,True,43,7
Namba kitta Kaddu iruntha eduthukuvanunga rubba iruntha pudingikuvanunga ana padipa mattum pudnga mudiyathu  Dhanush dialogue delivery,Namba kitta Kaddu iruntha eduthukuvanunga rubba iruntha pudingikuvanunga ana padipa mattum pudnga mudiyathu Dhanush dialogue delivery,0,,False,False,133,16
Vijai seathupathi kaaga naa padam paaka povaa!!!!!!,Vijai seathupathi kaaga naa padam paaka povaa!!!,0,,False,False,48,7
